rocket_length_cm,rocket_diameter_cm,total_mass_g,motor_type,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable
110.24,8.67,882.4,F,80.54,3.94,8.16,78.6,58.65,35.67,0
141.53,3.49,807.2,C,80.54,2.86,10.42,82.0,86.46,59.87,0
96.81,8.97,234.8,C,80.54,1.52,7.73,81.8,53.21,66.88,1
98.59,9.42,423.9,E,80.54,3.5,14.85,83.7,43.59,94.0,1
63.6,6.15,944.6,B,80.54,0.86,9.17,80.4,54.39,59.21,1
122.34,7.05,1087.2,C,80.54,2.49,5.56,77.5,62.12,96.89,1
52.45,8.24,927.7,F,80.54,1.24,11.58,82.6,27.02,78.02,1
68.84,3.81,1155.7,B,80.54,1.33,2.56,87.5,91.08,22.44,0
81.05,6.27,1271.2,C,80.54,1.41,5.77,85.0,70.68,27.2,0
90.91,5.49,217.9,E,80.54,2.24,5.2,80.1,66.99,58.07,0
59.09,3.6,1035.4,D,80.54,0.73,6.48,89.0,18.95,53.66,1
43.78,5.26,1934.3,E,80.54,2.29,11.73,88.7,64.38,91.79,1
103.27,3.01,1134.3,A,80.54,2.8,7.26,78.1,20.89,73.88,1
64.64,2.69,1419.6,C,80.54,2.67,11.91,75.6,17.08,52.69,1
99.75,3.51,761.4,A,80.54,2.22,8.65,86.1,57.46,28.78,0
48.52,9.72,1593.2,A,80.54,4.28,5.13,87.4,46.25,34.95,0
87.74,6.62,1591.3,F,80.54,1.15,12.15,89.5,62.99,73.31,1
93.91,9.74,1138.3,B,80.54,2.78,3.57,88.3,18.03,56.58,1
36.22,5.74,1956.8,F,80.54,0.78,3.37,84.0,48.79,66.64,1
70.39,4.84,426.0,C,80.54,0.82,7.57,83.0,25.73,28.77,1
46.13,6.3,230.5,A,80.54,3.08,3.91,75.4,98.84,82.92,0
37.6,5.8,1586.3,D,80.54,3.05,0.14,78.7,60.5,103.78,1
148.8,3.29,1652.9,A,80.54,4.45,9.72,81.9,71.87,38.37,0
68.68,7.31,416.4,D,80.54,3.01,7.67,84.4,39.29,64.07,1
127.18,4.12,678.0,F,80.54,4.82,6.68,83.4,18.53,117.31,1
60.56,7.15,231.6,F,80.54,0.72,14.5,86.1,97.83,46.66,0
111.78,7.38,728.0,B,80.54,0.94,8.57,79.2,35.76,75.46,1
121.23,3.64,1591.7,A,80.54,0.7,12.95,83.5,48.14,19.92,0
101.48,2.96,1132.3,E,80.54,1.33,2.09,76.3,68.49,76.66,1
86.59,8.36,826.6,F,80.54,2.94,8.54,81.2,12.22,19.86,1
79.42,5.95,869.1,F,80.54,3.41,13.02,86.3,82.92,115.52,1
71.86,2.94,202.4,B,80.54,0.71,8.75,85.4,58.29,88.72,1
141.54,9.96,739.6,D,80.54,4.76,10.77,89.9,35.04,96.7,1
129.67,2.93,1363.6,B,80.54,4.29,5.58,79.2,15.54,87.45,1
145.8,7.71,1953.5,A,80.54,1.83,1.39,82.5,24.62,74.87,1
44.92,9.88,1724.7,C,80.54,0.85,6.87,79.9,90.55,59.49,0
117.7,4.29,242.5,C,80.54,1.26,5.92,81.6,71.74,104.42,1
142.6,3.57,1817.4,D,80.54,1.07,13.01,87.9,32.49,115.25,1
51.75,3.41,1609.8,F,80.54,1.05,3.66,85.3,15.9,64.89,1
37.98,4.77,1604.7,D,80.54,2.83,14.5,88.2,72.16,112.47,1
118.93,3.26,1024.4,F,80.54,1.61,14.37,78.1,61.52,74.17,1
98.94,7.69,916.4,F,80.54,2.11,3.71,88.1,46.41,69.22,1
131.02,2.97,745.2,C,80.54,4.95,5.22,75.9,42.73,59.99,1
46.77,6.32,318.3,D,80.54,3.58,13.43,88.3,29.51,33.02,1
125.43,9.98,610.8,B,80.54,4.77,14.5,79.9,70.27,10.41,0
54.2,8.6,643.9,F,80.54,1.14,6.65,79.7,97.36,36.57,0
49.64,7.11,1071.3,E,80.54,2.22,4.81,82.7,25.81,66.07,1
49.71,4.8,1545.4,E,80.54,3.0,7.89,89.1,63.74,51.8,0
127.75,7.18,1052.9,B,80.54,0.85,10.32,75.7,48.18,59.33,1
109.82,6.45,304.1,E,80.54,0.52,4.1,80.3,50.2,117.87,1
92.77,5.7,1924.0,A,80.54,3.52,11.05,87.8,32.87,48.53,1
73.06,3.48,1896.9,F,80.54,3.39,0.77,80.9,84.26,59.74,0
135.26,9.15,1613.3,B,80.54,2.35,0.74,78.0,53.67,24.69,0
77.09,5.87,1984.4,D,80.54,2.7,5.79,81.4,58.91,15.28,0
127.99,3.96,1180.1,F,80.54,2.37,5.3,80.8,37.43,95.3,1
82.7,5.26,1933.0,B,80.54,0.61,4.73,88.7,26.36,72.78,1
75.23,5.61,336.1,C,80.54,2.01,7.37,86.4,17.73,93.68,1
85.52,8.71,858.2,D,80.54,1.3,4.81,82.6,74.27,26.48,0
66.17,8.0,605.7,C,80.54,0.94,2.88,89.8,27.66,72.9,1
119.71,8.27,552.5,F,80.54,4.81,4.64,82.0,72.11,37.9,0
90.33,2.58,453.4,D,80.54,3.2,14.62,75.9,45.13,35.09,0
57.87,5.62,1320.3,E,80.54,3.78,6.17,78.9,47.42,11.27,0
137.95,6.11,1606.4,B,80.54,1.92,6.67,81.5,52.23,24.34,0
76.07,2.64,1240.9,F,80.54,2.27,8.65,77.4,43.09,44.02,0
95.23,4.45,464.5,A,80.54,1.57,14.75,89.2,19.06,22.86,1
138.78,8.2,1660.0,D,80.54,0.94,3.62,86.5,37.87,118.44,1
104.91,3.53,1344.7,D,80.54,1.31,10.22,79.0,69.74,43.95,0
44.03,6.51,898.7,F,80.54,4.09,10.74,83.9,69.92,24.34,0
142.78,4.11,1413.4,F,80.54,3.55,9.11,85.8,35.76,31.9,0
105.32,2.59,667.8,C,80.54,2.96,1.33,89.1,51.41,74.65,1
70.19,4.31,821.3,E,80.54,2.64,10.15,88.2,27.41,17.04,0
46.71,9.82,1851.5,C,80.54,4.65,0.96,82.7,28.93,104.87,1
125.28,8.51,722.9,C,80.54,0.83,8.94,86.6,12.07,115.76,1
104.41,9.7,1046.0,E,80.54,1.76,11.09,83.4,90.71,37.14,0
94.02,6.16,1802.3,A,80.54,2.07,3.16,83.3,28.96,59.51,1
137.27,3.32,1473.9,C,80.54,4.02,12.62,76.7,30.48,12.43,0
124.63,6.61,312.0,C,80.54,4.97,0.46,76.9,35.16,80.48,1
48.2,5.91,465.1,D,80.54,1.58,12.66,82.9,21.47,55.53,1
67.41,8.83,214.1,E,80.54,4.43,6.9,79.0,67.53,39.71,0
59.82,3.24,1335.7,B,80.54,4.24,3.26,75.3,16.76,32.75,1
119.27,6.16,1005.8,A,80.54,1.51,2.01,85.8,22.08,81.94,1
34.02,3.63,441.7,A,80.54,2.3,14.3,75.5,68.03,55.78,0
98.39,4.94,1924.3,E,80.54,2.34,1.09,83.9,40.57,29.76,0
121.5,8.03,1153.4,F,80.54,4.9,2.99,83.1,73.72,85.8,1
135.21,6.07,635.4,F,80.54,1.31,5.22,89.5,60.17,72.16,1
71.05,5.32,1101.1,D,80.54,4.1,9.3,82.3,33.04,104.45,1
128.55,5.46,1423.3,D,80.54,2.0,8.17,76.0,68.57,22.92,0
43.28,5.95,337.2,E,80.54,3.79,1.88,83.3,20.46,96.42,1
131.57,8.39,694.5,D,80.54,2.39,4.35,87.6,58.28,84.09,1
45.3,9.19,1652.5,A,80.54,3.1,3.58,90.0,49.34,22.65,0
77.67,9.67,1027.4,A,80.54,4.25,3.2,81.5,34.11,86.43,1
125.68,8.4,1183.8,B,80.54,4.12,6.17,79.8,64.36,58.57,0
47.99,4.87,979.1,F,80.54,4.4,10.56,88.6,88.42,113.95,1
57.51,7.66,279.0,E,80.54,0.77,3.26,77.9,99.9,25.58,0
116.67,5.78,498.3,C,80.54,3.61,5.5,84.2,64.7,80.71,1
116.4,4.41,1002.0,F,80.54,1.13,5.86,81.1,46.42,52.02,1
106.94,8.81,576.5,C,80.54,2.37,14.65,75.6,30.27,115.25,1
113.27,2.79,290.0,B,80.54,2.97,14.32,80.2,33.14,46.3,1
95.13,9.26,1718.6,B,80.54,2.31,12.0,79.0,53.15,115.84,1
60.22,5.96,1966.1,D,80.54,2.84,3.62,85.3,43.05,109.16,1
71.48,7.28,1627.7,B,80.54,4.98,1.02,89.2,92.24,39.74,0
51.79,7.45,1736.8,B,80.54,1.11,4.75,79.0,43.15,98.39,1
139.01,9.21,635.6,C,80.54,3.54,4.0,87.2,43.61,119.52,1
100.01,7.28,1929.1,D,80.54,2.28,7.59,75.8,44.52,37.79,0
78.1,7.1,554.5,B,80.54,1.1,11.67,83.1,85.3,58.05,0
85.44,3.0,1912.6,F,80.54,1.21,12.87,76.1,68.57,67.22,0
143.67,6.39,1990.7,B,80.54,4.77,12.67,89.0,65.28,42.44,0
48.4,3.63,1481.1,D,80.54,4.46,5.4,86.5,40.07,11.68,0
100.35,8.03,1966.1,E,80.54,4.58,10.31,84.9,83.61,34.21,0
90.71,6.34,1225.2,D,80.54,4.96,4.69,87.4,13.45,41.01,1
103.37,7.6,667.2,C,80.54,1.44,0.91,84.7,88.37,58.8,0
32.17,2.81,986.6,E,80.54,2.1,10.52,89.5,56.15,28.82,0
134.65,3.14,1268.4,F,80.54,3.51,0.15,85.7,45.84,106.06,1
141.85,7.87,331.5,A,80.54,2.68,6.14,88.9,54.75,87.54,1
97.82,3.04,1320.2,D,80.54,2.38,4.94,82.8,70.07,19.37,0
113.6,3.03,1966.1,C,80.54,2.11,10.4,76.8,11.15,81.51,1
140.7,2.59,542.2,F,80.54,3.17,11.49,82.9,88.44,81.9,0
114.87,9.67,1626.7,E,80.54,3.09,4.56,76.9,50.21,115.18,1
48.3,8.03,1834.2,F,80.54,1.23,12.17,83.9,40.87,10.33,0
99.15,5.15,1898.7,D,80.54,2.62,4.41,82.2,22.44,37.27,1
102.81,4.72,1928.2,B,80.54,2.99,6.69,84.3,49.55,112.06,1
80.9,5.12,1138.6,D,80.54,3.07,10.91,75.2,54.67,112.53,1
118.37,8.31,1959.2,A,80.54,1.45,10.39,77.9,46.33,89.26,1
142.12,7.46,1563.2,D,80.54,3.84,14.81,82.4,71.08,94.23,1
141.07,3.89,491.0,E,80.54,0.61,3.38,89.3,47.88,20.06,0
84.1,3.81,1058.4,E,80.54,2.1,9.93,80.8,96.53,66.53,0
43.59,3.24,1493.0,D,80.54,4.01,9.15,81.4,63.93,35.47,0
148.18,7.45,645.2,E,80.54,3.04,13.73,85.7,82.67,29.93,0
130.67,8.23,1353.1,B,80.54,1.68,2.35,84.1,19.84,99.13,1
44.96,4.49,1399.9,F,80.54,3.63,11.28,79.5,45.76,24.85,0
140.5,2.66,492.9,D,80.54,3.05,8.52,81.2,40.32,61.55,1
134.39,3.12,1217.2,B,80.54,4.08,4.12,78.3,61.25,113.24,1
92.26,9.76,1588.9,F,80.54,3.81,7.12,89.5,87.5,30.44,0
100.95,4.72,1098.0,F,80.54,3.25,5.01,77.0,17.05,117.58,1
77.88,8.27,221.8,B,80.54,2.7,8.69,80.6,16.53,119.37,1
36.57,7.18,216.3,C,80.54,1.1,13.34,75.4,86.53,71.12,0
70.22,5.36,842.7,D,80.54,1.68,8.54,78.3,29.16,28.72,0
126.34,4.04,1867.1,F,80.54,2.39,9.48,86.7,70.19,44.77,0
30.56,3.41,611.6,F,80.54,3.2,7.78,78.0,58.86,56.69,0
70.02,7.11,1341.9,E,80.54,2.81,0.77,76.2,84.96,44.03,0
77.78,8.31,599.7,F,80.54,1.8,3.49,82.1,21.26,40.87,1
94.49,7.33,779.0,B,80.54,0.53,7.38,75.1,21.68,116.95,1
140.38,6.48,1726.5,F,80.54,2.73,4.65,76.3,60.11,26.87,0
71.56,2.81,1512.0,C,80.54,1.79,2.73,87.1,95.17,90.67,0
71.63,9.76,371.7,D,80.54,3.81,7.56,86.6,47.35,10.05,0
118.5,8.49,971.7,D,80.54,0.61,4.84,88.7,39.42,75.58,1
84.27,4.7,252.5,F,80.54,3.13,3.87,87.8,64.6,110.75,1
56.95,9.85,1065.6,A,80.54,4.74,6.96,85.2,93.74,41.67,0
84.29,7.01,1392.4,A,80.54,1.28,2.0,75.8,85.32,30.41,0
46.9,6.87,413.3,B,80.54,2.62,13.92,86.7,99.59,81.68,0
51.17,8.11,720.0,A,80.54,0.91,13.02,87.7,12.03,88.39,1
89.8,8.59,916.1,B,80.54,3.32,10.61,87.0,20.16,85.68,1
80.27,7.42,1855.2,E,80.54,2.98,1.59,82.6,64.85,45.12,0
139.78,3.46,1987.9,B,80.54,2.33,11.64,78.5,83.85,37.74,0
73.49,5.04,280.8,A,80.54,2.85,12.12,87.7,35.67,115.15,1
99.67,9.46,1569.8,F,80.54,4.53,11.52,85.9,31.53,111.56,1
105.87,4.18,869.1,E,80.54,1.38,1.71,89.7,80.83,60.3,0
31.57,5.29,906.4,A,80.54,0.6,9.66,77.3,15.07,103.08,1
109.62,5.74,1557.7,B,80.54,4.38,12.51,78.4,43.24,59.76,1
51.36,5.8,1853.2,C,80.54,3.1,8.66,78.2,55.52,56.68,0
145.33,7.1,1911.7,D,80.54,4.51,9.7,86.9,60.43,27.24,0
47.84,9.57,1238.8,A,80.54,3.19,6.88,77.8,75.58,56.9,0
79.75,4.31,842.8,B,80.54,4.15,7.93,76.0,41.94,69.12,1
40.24,3.41,1617.6,E,80.54,2.43,0.52,90.0,65.14,12.48,0
149.62,3.98,651.8,A,80.54,3.87,9.58,75.4,62.68,58.85,0
90.26,9.15,1215.3,A,80.54,4.61,1.22,87.5,59.29,95.95,1
101.45,7.34,845.4,D,80.54,3.07,6.53,80.5,67.64,84.81,1
38.05,4.64,1381.9,B,80.54,1.31,4.39,87.6,33.35,79.87,1
120.0,8.62,632.7,C,80.54,1.71,8.18,83.3,17.62,110.05,1
55.19,8.96,544.9,E,80.54,1.39,2.0,88.5,20.73,11.98,0
137.77,8.85,1852.8,B,80.54,1.61,10.37,88.9,30.21,71.28,1
54.62,9.39,383.2,E,80.54,1.88,11.93,75.1,55.02,96.61,1
52.88,4.39,1110.7,A,80.54,3.0,2.45,76.1,85.64,69.55,0
34.39,8.16,597.5,D,80.54,3.15,1.56,78.8,73.12,45.63,0
86.65,5.95,270.1,D,80.54,2.42,2.18,85.0,81.01,24.99,0
97.78,8.81,264.8,F,80.54,3.27,13.16,88.3,41.59,107.63,1
37.89,7.96,515.4,C,80.54,0.87,7.92,81.9,46.42,61.78,1
123.06,8.32,1760.2,D,80.54,0.9,7.01,84.1,45.43,106.59,1
84.39,7.42,708.5,A,80.54,1.27,1.6,77.8,27.27,74.44,1
92.93,3.83,1910.8,C,80.54,2.83,9.74,87.1,15.51,84.16,1
82.89,6.59,1246.9,B,80.54,1.46,13.02,89.5,63.18,98.47,1
78.09,9.89,985.9,D,80.54,1.77,12.42,79.0,99.03,82.51,0
97.16,9.53,1244.2,C,80.54,2.3,9.39,82.4,25.01,53.79,1
48.63,2.82,1130.1,A,80.54,4.15,1.13,76.3,14.2,66.5,1
51.83,3.74,1565.8,F,80.54,0.56,1.69,83.4,80.16,98.34,1
133.41,3.49,708.5,E,80.54,3.42,0.74,82.5,32.73,51.1,1
143.53,7.94,835.5,E,80.54,3.51,3.86,77.2,84.67,52.69,0
74.8,8.63,1809.4,A,80.54,4.09,2.03,81.6,73.35,20.53,0
62.49,4.1,1903.6,A,80.54,4.7,3.9,80.0,95.11,110.6,1
107.28,6.29,1806.6,E,80.54,0.59,5.78,82.8,46.8,20.01,0
79.05,8.81,955.0,F,80.54,1.19,14.14,83.8,69.58,81.3,1
33.05,8.0,1604.7,C,80.54,4.49,9.16,75.1,51.84,55.45,1
48.74,6.57,1057.4,E,80.54,2.56,12.52,86.4,66.75,54.62,0
115.92,6.93,1095.6,A,80.54,3.04,10.66,85.7,50.46,84.75,1
109.07,6.31,568.4,D,80.54,3.48,1.69,80.5,26.98,17.38,0
33.25,4.73,1264.0,B,80.54,3.56,11.04,75.8,55.71,75.31,1
56.64,6.74,535.0,F,80.54,4.69,4.13,86.3,57.57,94.92,1
57.73,7.67,796.8,F,80.54,4.99,9.59,89.3,82.95,101.1,1
110.63,9.05,1739.1,D,80.54,3.74,5.11,78.6,76.2,28.76,0
32.37,7.27,572.7,D,80.54,1.79,14.97,79.9,69.74,108.72,1
42.49,8.21,328.1,A,80.54,4.46,3.95,77.8,20.2,82.18,1
125.99,3.7,324.2,E,80.54,0.72,4.19,83.7,74.86,107.0,1
51.43,5.96,1893.4,C,80.54,1.54,13.96,77.3,55.03,63.38,1
108.33,2.57,1112.5,F,80.54,4.54,0.37,80.3,90.47,69.62,0
58.58,4.35,936.9,F,80.54,1.65,10.45,85.5,92.79,111.09,1
41.93,7.95,1659.6,D,80.54,1.49,10.88,83.4,14.96,108.99,1
59.18,9.94,1704.5,E,80.54,1.12,12.55,80.8,83.86,59.3,0
116.67,3.24,797.9,F,80.54,4.37,14.62,81.3,13.39,40.19,1
132.68,5.51,1448.5,C,80.54,2.75,14.63,83.4,43.05,53.25,1
129.63,8.5,1588.0,D,80.54,3.54,0.98,75.1,58.81,52.65,0
77.66,4.03,1378.4,C,80.54,1.58,12.33,76.2,23.33,41.56,1
110.17,6.66,472.9,E,80.54,3.91,9.69,88.2,77.17,39.54,0
54.6,8.0,1776.6,F,80.54,3.92,9.71,76.2,10.75,104.72,1
65.18,7.12,1170.4,B,80.54,1.91,1.93,85.6,25.17,17.68,0
137.56,3.91,708.5,F,80.54,2.35,9.75,88.8,62.27,84.54,1
31.56,5.17,965.4,E,80.54,1.44,14.74,79.1,74.29,29.01,0
40.26,8.38,267.6,F,80.54,4.89,13.68,80.6,92.5,47.9,0
54.95,6.66,430.2,F,80.54,3.41,6.59,83.5,73.49,16.77,0
33.18,2.54,1578.0,A,80.54,4.71,0.6,88.2,70.46,39.7,0
51.77,8.21,200.0,F,80.54,1.87,5.43,89.1,45.49,94.53,1
99.96,2.76,949.8,F,80.54,4.02,12.4,86.1,10.12,107.35,1
80.57,8.09,1140.5,C,80.54,3.95,10.52,76.3,20.81,34.37,1
137.12,4.02,298.3,B,80.54,3.61,6.89,85.0,58.11,60.99,1
128.09,9.69,1951.5,C,80.54,4.85,0.83,81.2,70.76,61.74,0
71.02,5.26,607.0,C,80.54,2.27,6.4,82.1,47.57,106.09,1
61.13,4.95,747.6,D,80.54,1.09,7.04,75.7,75.76,93.91,1
75.56,3.62,747.1,A,80.54,3.52,13.93,77.9,56.97,66.44,1
100.84,4.79,614.7,C,80.54,3.78,9.62,86.9,16.68,83.78,1
62.17,9.07,202.7,E,80.54,3.09,4.67,81.8,27.28,103.21,1
104.9,9.97,1512.8,E,80.54,1.43,7.88,79.5,85.6,11.05,0
79.13,5.26,1940.3,F,80.54,2.77,0.99,80.8,75.24,54.32,0
96.25,5.86,603.7,D,80.54,1.9,14.59,87.8,90.53,109.8,1
82.34,7.92,1393.5,A,80.54,2.42,5.4,86.2,20.58,91.43,1
65.34,9.15,1535.4,A,80.54,3.4,7.17,79.1,99.12,69.71,0
143.81,6.95,1727.2,F,80.54,3.85,5.33,76.8,28.85,68.26,1
121.63,5.44,960.7,E,80.54,1.55,10.24,78.8,11.06,48.25,1
46.81,5.59,745.3,B,80.54,2.32,9.93,88.8,99.77,67.26,0
134.22,7.72,785.5,D,80.54,1.71,10.73,83.7,35.3,82.09,1
88.49,2.52,1482.7,F,80.54,1.39,4.02,83.0,70.12,56.02,0
137.35,7.15,1670.2,D,80.54,4.03,4.74,83.9,25.9,88.56,1
125.98,5.17,526.9,E,80.54,4.59,1.88,80.5,62.22,104.74,1
81.03,8.46,867.7,E,80.54,2.17,9.83,87.1,91.36,27.02,0
32.7,3.2,1823.5,B,80.54,3.88,0.6,82.8,38.82,59.67,1
62.24,6.91,1652.0,B,80.54,4.54,8.97,76.8,70.32,54.88,0
95.0,6.11,1972.7,A,80.54,4.31,13.05,76.9,26.91,85.62,1
106.02,7.32,1557.6,D,80.54,1.32,13.36,83.1,66.23,37.49,0
60.95,2.99,907.8,D,80.54,4.8,6.74,89.0,40.28,80.43,1
46.72,6.85,1263.1,E,80.54,2.2,6.89,79.6,29.01,106.52,1
130.19,6.71,1389.8,A,80.54,2.03,1.15,88.0,38.19,55.99,1
148.13,6.7,341.2,F,80.54,0.78,10.06,86.5,26.1,110.21,1
93.08,7.03,1180.1,D,80.54,2.69,12.32,78.7,91.17,119.25,1
50.6,7.57,1476.8,A,80.54,0.99,3.67,75.5,45.75,21.67,0
62.68,8.54,501.2,A,80.54,1.62,6.32,76.5,32.08,35.64,1
32.21,4.52,1605.1,E,80.54,1.93,12.58,85.9,50.36,114.54,1
139.72,8.69,1250.8,A,80.54,4.14,13.16,78.0,38.85,115.42,1
44.13,6.24,1914.0,B,80.54,4.44,3.65,80.6,77.0,20.75,0
99.18,3.08,276.4,B,80.54,1.86,8.26,82.5,97.41,11.65,0
62.89,2.94,677.6,C,80.54,4.36,2.89,85.9,49.42,27.72,0
96.5,5.01,1282.8,E,80.54,4.36,1.53,76.7,87.49,119.56,1
108.17,8.39,733.8,F,80.54,3.94,13.67,81.1,60.93,29.8,0
129.57,7.81,1486.0,C,80.54,1.16,12.31,82.3,24.15,65.28,1
54.77,8.41,1566.2,B,80.54,3.61,11.4,83.1,72.16,103.33,1
31.32,6.38,384.5,C,80.54,4.75,0.73,87.3,56.21,12.24,0
46.43,5.8,1124.9,E,80.54,3.57,12.66,77.6,68.55,76.49,1
138.0,3.61,1116.0,E,80.54,1.99,6.57,87.1,90.07,40.47,0
134.87,4.96,864.7,A,80.54,2.75,5.14,85.4,49.64,104.86,1
101.69,5.76,1879.3,D,80.54,3.41,8.2,83.3,91.11,41.18,0
102.06,3.16,1689.5,A,80.54,2.8,1.37,85.5,77.56,85.54,1
109.8,4.15,1455.0,E,80.54,1.04,11.35,81.2,53.97,84.16,1
51.04,6.99,1485.8,B,80.54,1.9,8.74,77.1,64.29,34.36,0
139.73,8.02,1031.1,F,80.54,4.11,2.8,85.0,39.3,13.83,0
80.25,9.99,1857.8,B,80.54,4.38,2.82,82.9,98.52,55.02,0
75.98,9.5,1450.3,A,80.54,1.12,2.76,84.6,70.06,41.81,0
92.27,7.32,1512.2,F,80.54,4.79,0.86,80.1,13.95,98.99,1
35.64,5.66,1751.0,E,80.54,1.98,8.82,88.6,39.4,98.04,1
49.95,7.27,693.3,B,80.54,3.48,12.61,83.8,66.1,60.27,0
118.56,8.39,1652.7,E,80.54,3.88,0.26,76.3,15.07,76.72,1
39.94,3.39,551.4,F,80.54,4.15,0.74,81.7,12.15,76.47,1
102.38,5.57,821.6,F,80.54,4.76,8.59,86.3,50.5,100.99,1
59.44,8.8,804.1,B,80.54,1.91,12.29,86.9,39.94,56.75,1
76.72,5.38,1961.3,E,80.54,4.36,4.9,82.4,49.45,40.3,0
64.64,6.79,1741.8,C,80.54,1.09,5.24,88.4,33.64,39.15,1
72.68,6.91,1462.1,E,80.54,3.67,8.95,79.0,24.82,68.98,1
116.29,3.88,1508.7,F,80.54,3.84,4.11,81.2,72.02,59.41,0
65.65,5.22,1211.7,E,80.54,3.55,0.4,88.5,56.31,58.41,1
97.97,5.01,1904.8,A,80.54,1.64,11.03,88.4,28.01,20.03,0
87.13,2.7,1093.3,C,80.54,4.43,9.38,85.3,38.76,89.05,1
109.64,2.68,884.9,D,80.54,1.26,8.71,87.9,63.26,33.51,0
142.42,8.74,493.5,A,80.54,0.74,11.13,76.3,16.5,31.66,1
117.91,4.55,1615.2,D,80.54,3.73,10.13,88.0,23.27,55.4,1
55.79,6.39,1522.0,B,80.54,2.64,3.09,79.8,16.59,35.06,1
33.74,4.74,891.8,D,80.54,4.32,5.29,77.7,83.11,74.22,0
61.47,9.56,245.3,E,80.54,2.23,1.89,78.6,77.72,50.86,0
101.41,4.44,1710.2,D,80.54,1.26,1.95,81.3,77.8,59.38,0
36.17,5.72,220.6,F,80.54,4.26,10.14,78.8,74.47,69.09,0
89.56,9.05,1466.7,A,80.54,2.97,12.88,79.8,70.24,32.39,0
101.62,8.81,1946.5,A,80.54,1.35,14.44,77.0,52.93,27.13,0
70.11,3.9,987.8,D,80.54,3.74,9.43,79.4,67.81,106.85,1
122.51,8.52,623.0,A,80.54,2.8,2.76,83.6,13.45,57.71,1
42.79,5.94,1468.8,F,80.54,3.22,1.58,81.6,65.93,55.33,0
39.02,6.12,1670.8,A,80.54,2.57,12.19,80.2,80.01,13.92,0
117.38,3.5,1183.6,D,80.54,4.23,8.68,86.2,55.03,64.78,1
89.46,3.1,1940.7,C,80.54,4.23,9.27,88.4,42.18,70.96,1
112.61,7.96,293.0,C,80.54,3.69,11.72,86.4,34.97,71.47,1
82.18,6.22,1108.6,B,80.54,0.97,10.55,80.0,67.85,87.77,1
59.57,5.78,1493.2,A,80.54,4.27,12.52,86.2,72.35,29.52,0
128.29,7.97,1752.8,D,80.54,3.52,0.84,77.3,88.39,37.74,0
125.93,8.24,522.7,A,80.54,3.64,11.21,77.0,40.81,99.18,1
113.36,3.69,1640.0,E,80.54,2.13,12.76,80.2,79.28,114.19,1
62.66,7.08,1194.9,F,80.54,4.46,4.29,87.1,60.52,24.95,0
100.83,3.52,913.8,A,80.54,3.76,9.61,78.7,89.46,64.74,0
73.32,8.14,437.1,A,80.54,1.01,4.71,75.9,57.5,33.56,0
40.99,7.43,1757.5,C,80.54,2.34,14.37,77.0,56.59,16.61,0
140.08,9.67,483.1,F,80.54,4.49,0.5,87.9,62.01,45.81,0
46.42,3.02,757.6,D,80.54,0.71,8.7,84.5,77.44,25.81,0
144.03,2.93,722.1,A,80.54,4.83,2.5,78.8,96.82,88.09,0
83.52,4.62,1768.5,C,80.54,3.56,10.68,83.3,16.62,68.71,1
