rocket_length_cm,rocket_diameter_cm,total_mass_g,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable,motor_type_A,motor_type_B,motor_type_C,motor_type_D,motor_type_E
88.19,6.57,1427.3,67.02,4.38,8.13,46.72,41.97,40.97,0,0,0,0,0,1
103.91,9.96,319.47,7.98,0.88,3.64,64.8,33.67,69.84,1,0,1,0,0,0
60.5,2.94,898.72,3.56,2.15,4.63,44.88,24.56,47.95,1,1,0,0,0,0
104.47,5.89,1207.66,25.77,3.21,6.03,36.16,45.86,51.45,1,0,0,0,1,0
85.64,6.23,992.04,70.63,2.14,2.23,61.43,38.38,54.52,1,0,0,0,0,1
80.84,3.25,230.68,4.88,3.1,6.74,40.09,38.61,62.6,1,1,0,0,0,0
109.96,3.46,1782.87,45.92,2.86,7.14,84.53,46.2,54.0,1,0,0,0,0,1
56.0,5.63,1142.46,26.87,4.49,9.65,70.72,28.18,41.71,1,0,0,0,1,0
114.38,2.23,1482.28,39.54,2.97,2.09,49.36,44.68,72.1,1,0,0,0,1,0
74.0,7.97,513.79,27.9,4.62,5.28,89.01,22.87,29.96,1,0,0,0,1,0
44.88,5.79,1665.32,23.15,2.81,3.73,41.01,31.12,18.07,0,0,0,0,1,0
82.76,3.37,867.63,7.51,0.85,0.68,76.27,26.1,62.41,1,0,1,0,0,0
85.07,8.02,521.09,9.59,3.42,8.0,77.24,45.48,55.09,1,0,1,0,0,0
96.19,9.59,1946.19,23.42,2.65,4.48,46.5,61.31,65.66,1,0,0,0,1,0
96.48,9.29,342.0,2.06,2.88,7.66,87.71,54.43,54.99,0,1,0,0,0,0
37.67,6.05,1255.07,7.1,3.35,0.8,76.83,20.76,21.83,0,0,1,0,0,0
51.25,6.88,525.33,25.4,3.1,8.31,42.92,30.56,32.77,1,0,0,0,1,0
35.63,2.47,1016.36,36.34,2.41,7.2,86.0,24.42,20.93,0,0,0,0,1,0
118.13,4.88,1885.04,15.15,1.36,2.28,67.53,40.68,75.96,1,0,0,1,0,0
69.72,9.17,1320.64,4.24,0.95,5.03,58.76,22.21,48.46,1,1,0,0,0,0
96.25,2.14,1230.39,8.05,3.89,1.21,79.85,35.98,40.99,1,0,1,0,0,0
63.65,3.23,634.94,8.65,3.65,5.25,85.07,20.88,29.18,1,0,1,0,0,0
91.6,7.44,1136.67,40.29,1.18,5.79,31.28,43.7,40.2,0,0,0,0,0,1
66.42,10.0,486.14,51.83,3.46,0.31,50.93,39.69,28.08,0,0,0,0,0,1
35.65,3.07,1500.59,65.34,2.9,2.19,58.0,20.67,26.11,1,0,0,0,0,1
84.59,9.48,1770.75,54.4,2.34,1.78,30.81,50.93,56.88,1,0,0,0,0,1
88.12,9.42,1971.05,25.67,4.75,3.21,66.85,31.93,64.91,1,0,0,0,1,0
60.66,6.06,1660.95,9.66,0.81,6.95,53.13,35.17,44.09,1,0,1,0,0,0
68.86,7.69,1387.99,17.49,3.58,5.79,85.06,33.33,51.76,1,0,0,1,0,0
32.77,5.83,1787.43,12.6,2.6,8.58,45.35,19.32,13.91,0,0,0,1,0,0
101.67,6.96,1640.53,34.66,4.22,2.69,60.72,36.18,61.98,1,0,0,0,1,0
69.84,4.6,769.07,2.44,4.69,7.47,83.38,21.94,33.84,1,1,0,0,0,0
32.15,7.43,1740.29,3.6,4.07,1.61,81.27,12.37,19.28,1,1,0,0,0,0
99.24,4.51,294.83,6.66,2.9,9.23,72.39,41.94,74.59,1,0,1,0,0,0
61.7,8.57,1239.04,14.46,3.81,5.43,55.43,32.01,46.62,1,0,0,1,0,0
105.45,2.5,1974.65,27.07,4.78,1.59,75.18,63.09,80.14,1,0,0,0,1,0
112.4,8.6,827.49,8.63,1.59,1.86,79.13,50.88,61.94,1,0,1,0,0,0
114.58,2.73,330.06,4.81,1.58,4.86,54.55,50.46,62.33,1,1,0,0,0,0
35.1,3.85,717.38,5.57,1.61,4.29,53.34,24.34,18.02,0,0,1,0,0,0
115.24,5.92,680.22,16.68,1.19,9.57,70.65,71.38,52.07,0,0,0,1,0,0
74.08,2.54,234.61,38.52,2.16,8.11,42.5,37.51,56.36,1,0,0,0,1,0
68.53,3.91,876.61,38.57,2.33,5.65,83.81,23.06,31.61,1,0,0,0,1,0
61.07,9.87,1979.78,10.75,2.7,8.14,73.13,40.54,40.98,0,0,0,1,0,0
114.92,8.2,925.45,28.77,0.79,1.42,86.36,52.8,86.61,1,0,0,0,1,0
47.49,9.48,641.5,35.48,2.99,0.95,41.07,32.51,32.03,0,0,0,0,1,0
119.94,7.5,1219.3,28.78,0.75,0.63,51.74,49.46,49.34,0,0,0,0,1,0
65.79,7.7,1190.74,35.46,2.83,9.87,36.3,40.59,44.14,1,0,0,0,1,0
74.77,6.89,1727.98,16.78,3.86,7.64,85.71,44.14,46.85,1,0,0,1,0,0
33.17,2.49,1306.93,31.37,4.92,0.21,63.61,22.07,16.25,0,0,0,0,1,0
71.49,4.73,879.49,18.37,4.13,7.38,65.11,49.54,37.22,0,0,0,1,0,0
54.09,5.77,1241.88,3.71,0.56,4.1,81.34,23.08,24.92,1,1,0,0,0,0
108.61,9.96,639.13,70.07,0.68,7.06,49.73,64.29,84.75,1,0,0,0,0,1
98.1,7.15,1132.7,38.58,0.9,8.98,60.43,68.61,75.31,1,0,0,0,1,0
77.28,8.53,840.57,55.43,1.44,6.15,46.45,52.92,32.11,0,0,0,0,0,1
78.61,5.97,1915.7,9.26,0.52,3.1,81.48,50.48,52.37,1,0,1,0,0,0
113.1,9.6,1041.68,4.46,2.35,5.76,63.25,46.07,50.91,1,1,0,0,0,0
42.49,9.6,1532.76,19.7,3.92,3.72,89.65,24.7,24.6,0,0,0,1,0,0
48.48,9.99,902.31,5.32,4.02,8.88,32.35,28.56,32.69,1,0,1,0,0,0
74.83,8.68,389.94,7.62,4.62,4.01,62.25,32.87,38.88,1,0,1,0,0,0
116.05,9.63,1753.62,62.54,3.51,1.41,85.8,51.69,81.5,1,0,0,0,0,1
74.6,2.6,1202.6,7.82,4.68,4.34,45.59,25.09,40.2,1,0,1,0,0,0
34.27,4.38,1762.69,3.95,3.27,8.2,74.2,15.61,25.63,1,1,0,0,0,0
55.39,5.98,1029.02,11.41,3.61,9.69,79.24,32.15,25.52,0,0,0,1,0,0
87.61,8.74,1437.12,6.84,1.58,0.66,60.16,35.01,57.74,1,0,1,0,0,0
61.22,8.64,1662.74,6.1,3.75,8.84,56.73,37.1,31.62,0,0,1,0,0,0
101.88,8.05,939.3,8.79,1.71,8.12,35.89,49.48,66.72,1,0,1,0,0,0
98.51,8.31,1256.81,12.26,3.21,5.1,58.67,38.2,74.15,1,0,0,1,0,0
85.06,8.54,1727.36,75.26,3.21,9.64,50.6,56.39,45.5,0,0,0,0,0,1
41.78,4.69,681.54,68.11,1.49,2.45,71.29,16.83,23.65,1,0,0,0,0,1
59.42,4.87,379.93,3.6,3.08,3.55,42.84,39.95,26.43,0,1,0,0,0,0
94.34,6.49,427.75,5.97,4.02,6.56,45.65,63.65,44.41,0,0,1,0,0,0
96.63,8.7,721.95,48.17,4.4,0.26,69.69,38.28,73.6,1,0,0,0,0,1
96.82,3.42,1366.61,7.57,2.41,2.02,81.19,37.46,46.3,1,0,1,0,0,0
69.8,8.71,1227.11,63.71,0.94,9.18,80.87,22.54,28.57,1,0,0,0,0,1
90.58,5.4,1517.36,4.68,3.28,0.2,70.9,50.39,46.15,0,1,0,0,0,0
74.6,2.65,1101.35,13.98,1.1,1.58,30.92,25.72,43.05,1,0,0,1,0,0
30.89,9.52,856.34,8.54,4.92,0.74,78.09,10.56,15.29,1,0,1,0,0,0
37.3,4.99,1772.32,3.99,1.28,1.43,78.47,23.74,17.34,0,1,0,0,0,0
68.16,3.25,1525.85,74.77,1.21,5.61,75.78,37.75,37.79,0,0,0,0,0,1
49.7,3.22,1745.11,49.12,3.07,6.66,34.06,26.36,38.95,1,0,0,0,0,1
62.3,4.88,1840.89,3.09,1.62,1.61,83.21,41.89,30.72,0,1,0,0,0,0
80.56,4.3,694.13,14.76,0.69,9.4,68.88,28.57,50.48,1,0,0,1,0,0
52.34,2.93,1734.88,25.38,2.6,0.81,81.87,17.9,25.58,1,0,0,0,1,0
82.52,6.26,951.18,4.34,0.77,6.85,35.11,33.42,59.65,1,1,0,0,0,0
95.81,4.3,762.38,8.07,4.13,1.89,32.8,48.92,73.33,1,0,1,0,0,0
62.28,7.35,533.51,2.09,4.91,3.63,35.88,24.74,40.59,1,1,0,0,0,0
84.19,8.71,1500.85,27.7,1.92,1.48,71.55,33.93,55.39,1,0,0,0,1,0
101.91,7.37,651.59,3.16,3.38,2.76,57.93,41.54,58.57,1,1,0,0,0,0
72.71,2.65,1869.81,5.27,0.7,7.01,49.17,25.76,34.91,1,0,1,0,0,0
65.15,9.7,1727.33,3.95,4.82,1.69,73.54,31.88,50.72,1,1,0,0,0,0
111.19,4.63,594.4,14.91,3.1,5.96,64.41,39.59,51.39,1,0,0,1,0,0
82.08,6.01,1405.32,4.75,2.24,2.98,51.87,33.72,62.07,1,1,0,0,0,0
48.78,4.58,1421.7,28.19,0.52,7.54,55.16,28.11,21.71,0,0,0,0,1,0
56.56,7.49,493.52,9.62,2.91,4.63,72.07,38.64,32.94,0,0,1,0,0,0
95.5,6.61,1300.15,2.98,3.65,6.32,47.97,38.97,40.28,0,1,0,0,0,0
54.42,5.67,931.44,42.72,2.31,9.79,48.69,28.01,25.35,0,0,0,0,0,1
91.39,8.21,1393.65,31.79,3.78,4.84,57.44,62.5,38.98,0,0,0,0,1,0
40.2,7.22,1097.17,40.2,4.72,4.71,42.78,14.07,25.26,1,0,0,0,0,1
55.28,2.47,803.41,68.8,1.57,0.45,38.03,28.78,43.46,1,0,0,0,0,1
92.61,2.23,1677.41,2.95,4.11,6.78,32.24,33.69,37.26,1,1,0,0,0,0
59.83,8.02,1630.29,24.52,1.43,9.78,46.34,28.26,32.01,1,0,0,0,1,0
71.39,2.9,956.55,23.31,4.31,3.76,47.59,40.16,41.48,0,0,0,0,1,0
37.68,6.51,252.16,16.68,3.58,6.08,72.96,14.6,17.79,1,0,0,1,0,0
70.58,3.9,562.65,22.48,1.2,3.86,61.3,31.25,40.95,1,0,0,0,1,0
56.13,7.44,420.78,7.19,2.74,7.49,64.31,35.07,42.3,1,0,1,0,0,0
99.19,6.89,227.59,4.88,2.99,5.69,35.53,37.86,72.42,1,1,0,0,0,0
83.41,7.51,1690.3,73.13,3.37,5.92,37.87,32.16,48.92,1,0,0,0,0,1
35.78,2.13,1815.12,13.26,1.83,3.75,40.04,14.79,25.15,1,0,0,1,0,0
65.24,6.01,399.63,18.75,4.87,2.52,36.72,45.62,47.66,1,0,0,1,0,0
62.06,7.88,595.74,10.49,3.93,3.28,80.25,39.31,47.55,1,0,0,1,0,0
38.16,8.39,1910.0,19.96,0.91,7.87,58.73,22.81,28.69,1,0,0,1,0,0
106.73,8.69,1577.71,59.59,1.23,8.67,77.82,34.2,82.94,1,0,0,0,0,1
49.75,6.32,307.94,5.34,1.97,8.35,55.34,27.71,26.11,0,0,1,0,0,0
116.3,6.23,559.45,49.0,3.37,5.42,70.67,45.58,78.37,1,0,0,0,0,1
110.55,7.59,838.53,39.56,4.23,5.2,39.54,72.9,64.9,0,0,0,0,1,0
99.66,2.62,948.71,4.39,1.93,2.94,41.71,36.52,62.97,1,1,0,0,0,0
43.75,2.6,428.09,4.57,3.69,7.92,36.79,29.08,22.52,0,1,0,0,0,0
60.14,8.51,357.48,3.32,3.35,6.88,36.31,31.56,44.67,1,1,0,0,0,0
74.03,4.04,862.61,11.38,2.88,0.23,87.12,28.39,48.85,1,0,0,1,0,0
108.11,6.18,1066.79,68.96,3.25,7.46,34.36,37.48,44.6,1,0,0,0,0,1
103.69,3.38,1424.36,55.97,0.78,0.15,33.89,47.94,76.29,1,0,0,0,0,1
76.25,5.54,546.06,4.26,2.59,5.51,83.42,47.07,37.06,0,1,0,0,0,0
99.26,2.56,1344.3,17.84,2.66,6.39,39.25,49.48,75.88,1,0,0,1,0,0
87.98,3.73,578.2,67.0,1.36,6.96,33.48,46.99,44.08,0,0,0,0,0,1
97.35,3.4,733.17,7.3,4.47,2.65,88.97,30.7,75.57,1,0,1,0,0,0
115.53,5.68,1524.35,17.66,4.73,1.19,32.23,61.35,89.97,1,0,0,1,0,0
56.66,9.64,695.06,3.43,2.66,0.47,32.0,26.43,29.6,1,1,0,0,0,0
78.03,7.96,1152.97,36.16,0.79,1.37,38.42,54.0,56.35,1,0,0,0,1,0
60.49,3.12,1678.08,39.39,1.52,4.42,50.03,39.45,32.98,0,0,0,0,1,0
119.88,7.89,1246.49,13.11,1.26,7.29,38.38,54.87,87.69,1,0,0,1,0,0
44.09,9.28,1449.58,2.52,4.76,0.14,70.79,29.17,17.71,0,1,0,0,0,0
66.73,5.52,1008.77,11.11,2.91,9.63,52.58,20.54,39.65,1,0,0,1,0,0
41.44,2.21,1591.07,16.0,4.1,6.66,76.65,23.4,28.48,1,0,0,1,0,0
101.78,4.87,1780.95,62.92,1.12,6.7,89.5,57.35,71.16,1,0,0,0,0,1
79.58,3.89,468.19,64.41,2.94,9.33,55.25,31.1,37.97,1,0,0,0,0,1
31.4,5.55,1828.57,43.49,2.79,3.01,53.09,14.29,15.83,1,0,0,0,0,1
98.92,6.44,1235.1,4.67,4.7,3.08,38.95,30.5,76.83,1,1,0,0,0,0
85.56,9.86,631.65,3.69,2.61,2.28,52.16,48.29,34.54,0,1,0,0,0,0
73.32,9.57,1562.87,6.19,1.93,3.04,72.08,29.3,56.88,1,0,1,0,0,0
119.71,3.82,1602.01,37.61,1.59,5.54,41.69,40.21,87.31,1,0,0,0,1,0
97.65,4.03,1415.08,4.01,0.58,6.69,76.81,67.53,62.65,0,1,0,0,0,0
43.58,6.03,560.72,4.85,2.72,2.56,39.59,27.29,23.19,0,1,0,0,0,0
95.31,2.24,964.34,3.45,2.64,8.37,47.63,49.75,67.62,1,1,0,0,0,0
90.73,5.82,1778.62,69.42,3.7,7.45,58.22,43.2,65.33,1,0,0,0,0,1
105.74,5.61,814.42,26.87,0.51,0.72,69.14,41.62,58.04,1,0,0,0,1,0
73.46,2.42,1026.85,4.02,0.55,3.23,50.59,40.88,43.61,1,1,0,0,0,0
94.46,8.41,395.49,55.35,1.43,4.4,56.66,51.98,49.98,0,0,0,0,0,1
100.38,6.52,555.78,69.44,1.69,0.78,40.78,31.27,60.69,1,0,0,0,0,1
84.77,4.7,260.89,5.25,3.12,2.85,36.42,45.95,37.9,0,0,1,0,0,0
34.14,7.17,322.49,48.54,3.28,3.81,35.23,18.08,17.0,0,0,0,0,0,1
55.45,2.58,1079.35,34.58,4.27,9.32,57.01,31.29,29.79,0,0,0,0,1,0
55.7,4.27,250.08,15.69,1.59,8.1,57.77,23.93,23.02,0,0,0,1,0,0
38.14,2.6,405.65,13.17,1.57,8.57,82.42,25.77,20.02,0,0,0,1,0,0
114.44,3.6,1949.84,6.49,1.35,1.2,71.28,35.08,59.13,1,0,1,0,0,0
94.72,6.31,1687.8,59.11,0.7,7.78,85.94,39.15,69.33,1,0,0,0,0,1
57.21,7.8,1593.1,25.21,3.06,9.72,80.95,19.45,25.51,1,0,0,0,1,0
52.13,6.63,1326.13,30.39,3.97,2.07,62.97,33.15,30.18,0,0,0,0,1,0
58.96,2.15,1654.74,5.53,4.69,9.78,38.87,32.7,36.19,1,0,1,0,0,0
106.91,6.02,751.53,12.31,4.29,2.3,79.45,34.58,59.82,1,0,0,1,0,0
117.86,3.56,496.8,5.89,1.0,9.96,89.99,43.13,73.04,1,0,1,0,0,0
62.31,9.3,1071.33,17.49,4.24,4.64,72.49,38.9,37.89,0,0,0,1,0,0
82.32,8.86,1070.15,2.5,0.78,6.31,86.41,41.02,46.28,1,1,0,0,0,0
106.44,8.04,1454.09,35.55,3.71,6.79,65.85,59.43,65.21,1,0,0,0,1,0
40.79,4.94,1025.13,36.33,4.42,6.94,41.22,12.68,29.71,1,0,0,0,1,0
94.26,7.1,1347.7,14.5,0.54,1.51,40.04,47.76,40.71,0,0,0,1,0,0
87.86,3.49,547.67,8.8,2.91,8.89,47.1,28.3,49.9,1,0,1,0,0,0
88.46,2.99,1119.19,13.84,3.92,1.99,64.81,33.91,64.08,1,0,0,1,0,0
94.48,3.78,979.79,23.6,0.58,3.37,66.65,65.01,62.27,0,0,0,0,1,0
100.91,5.39,1632.88,37.11,2.86,7.44,56.62,41.14,72.4,1,0,0,0,1,0
100.88,2.75,550.67,4.66,1.38,7.6,86.79,66.64,63.7,0,1,0,0,0,0
91.4,2.53,1791.65,3.02,3.97,2.54,51.78,57.56,55.21,0,1,0,0,0,0
99.66,7.82,531.52,68.24,2.21,1.65,79.36,48.32,66.72,1,0,0,0,0,1
94.45,6.09,1478.52,3.33,1.29,1.75,69.38,50.01,43.87,0,1,0,0,0,0
109.2,7.88,352.72,5.64,2.06,2.05,42.79,51.49,72.03,1,0,1,0,0,0
35.98,2.89,248.13,4.79,3.03,6.86,65.17,12.43,22.81,1,1,0,0,0,0
61.22,2.57,930.16,31.28,1.43,0.94,65.84,36.54,26.69,0,0,0,0,1,0
112.38,3.59,269.41,66.54,4.27,5.54,49.7,50.7,54.92,1,0,0,0,0,1
102.17,3.43,275.94,2.92,4.19,8.13,73.09,47.14,66.69,1,1,0,0,0,0
113.61,2.66,1834.37,15.18,1.24,9.77,82.65,49.75,78.07,1,0,0,1,0,0
71.41,4.73,1935.95,44.21,3.78,4.76,35.54,23.05,42.69,1,0,0,0,0,1
99.27,2.55,1159.03,13.78,4.08,5.03,55.43,62.53,51.59,0,0,0,1,0,0
106.88,4.0,908.4,3.87,0.93,3.1,51.53,69.01,68.39,0,1,0,0,0,0
59.55,2.64,1855.39,6.83,4.93,7.02,76.23,38.91,31.66,0,0,1,0,0,0
66.87,7.93,1527.63,6.39,3.28,5.75,54.71,43.78,42.14,0,0,1,0,0,0
46.12,8.15,375.27,22.82,0.96,9.64,69.91,22.77,25.43,1,0,0,0,1,0
56.62,8.87,1329.44,17.57,1.13,6.98,86.99,31.35,44.75,1,0,0,1,0,0
101.76,7.9,1825.65,7.29,2.55,6.47,48.83,39.43,54.17,1,0,1,0,0,0
41.31,3.51,247.79,2.54,3.74,8.31,57.45,21.19,28.66,1,1,0,0,0,0
64.0,9.14,701.95,48.19,4.73,9.27,84.16,40.68,31.14,0,0,0,0,0,1
38.01,9.42,926.25,2.61,1.35,3.0,87.39,16.53,18.96,1,1,0,0,0,0
53.78,9.02,1084.3,48.49,3.42,6.83,55.75,23.83,25.53,1,0,0,0,0,1
56.78,7.44,758.0,2.18,4.48,0.87,56.7,22.72,29.23,1,1,0,0,0,0
45.57,6.66,644.84,36.01,2.87,2.97,45.53,23.88,24.65,0,0,0,0,1,0
69.13,4.84,1228.79,13.81,1.22,0.7,52.67,32.64,40.83,1,0,0,1,0,0
54.58,2.52,1538.86,51.91,4.09,1.81,33.87,36.84,38.31,0,0,0,0,0,1
52.2,3.04,632.61,18.65,1.38,6.65,53.55,36.23,41.34,1,0,0,1,0,0
34.2,4.66,733.46,5.16,4.89,6.49,78.7,17.94,26.66,1,0,1,0,0,0
99.84,2.98,788.56,14.72,4.71,0.85,41.4,42.97,40.95,0,0,0,1,0,0
31.39,4.02,1205.54,4.74,4.69,3.44,82.63,16.3,15.86,0,1,0,0,0,0
36.61,9.36,613.7,3.27,3.25,9.79,74.8,19.31,15.54,0,1,0,0,0,0
72.2,4.89,1879.47,6.81,4.35,5.87,40.74,43.47,37.44,0,0,1,0,0,0
55.75,2.88,779.61,15.29,1.6,9.4,38.9,33.34,32.09,0,0,0,1,0,0
42.61,7.08,1720.0,9.57,4.94,6.62,42.71,27.53,25.97,0,0,1,0,0,0
74.73,8.12,619.04,25.57,4.48,4.88,36.1,31.26,44.97,1,0,0,0,1,0
81.99,4.44,432.16,50.92,2.91,5.44,80.96,25.47,50.05,1,0,0,0,0,1
100.28,5.9,1497.74,4.38,4.63,7.52,77.75,42.94,50.52,1,1,0,0,0,0
91.3,9.64,1811.88,25.61,2.71,4.75,76.13,52.35,43.64,0,0,0,0,1,0
54.77,8.75,378.83,14.55,2.07,1.71,71.7,24.15,40.97,1,0,0,1,0,0
100.0,4.77,214.16,8.99,1.55,5.45,86.15,49.9,50.77,0,0,1,0,0,0
38.7,7.29,1859.87,4.94,1.35,0.67,79.66,19.1,25.59,1,1,0,0,0,0
69.89,3.73,1321.63,7.64,0.56,2.3,77.29,29.13,41.03,1,0,1,0,0,0
39.08,6.44,1679.14,15.44,2.91,2.41,65.54,25.32,28.21,1,0,0,1,0,0
97.39,3.91,1794.04,15.53,1.81,8.93,54.12,51.15,76.17,1,0,0,1,0,0
66.7,7.28,982.6,3.66,3.56,8.08,44.82,29.87,45.06,1,1,0,0,0,0
88.33,2.1,782.58,4.22,3.65,9.04,33.3,34.21,47.36,1,1,0,0,0,0
117.41,8.58,1132.26,43.11,2.17,4.27,66.31,61.71,50.13,0,0,0,0,0,1
82.41,3.44,947.22,5.33,4.07,3.15,80.77,39.57,58.16,1,0,1,0,0,0
104.34,4.56,1496.82,33.28,3.75,2.16,48.43,63.67,69.66,1,0,0,0,1,0
51.33,9.3,1167.89,3.18,4.05,1.64,53.83,18.14,25.56,1,1,0,0,0,0
115.29,3.69,1438.74,25.31,3.64,8.88,75.07,49.64,73.26,1,0,0,0,1,0
65.61,2.01,1715.17,17.24,3.5,1.34,46.62,19.77,48.82,1,0,0,1,0,0
32.71,4.17,205.89,8.74,1.07,4.03,40.05,19.35,15.33,0,0,1,0,0,0
66.22,5.51,1537.92,7.66,1.54,5.3,76.7,45.66,41.16,0,0,1,0,0,0
103.6,9.38,1652.53,57.14,3.68,6.96,53.0,63.07,49.37,0,0,0,0,0,1
57.22,2.83,1499.74,71.99,2.17,9.92,35.04,32.44,27.85,0,0,0,0,0,1
101.73,2.03,1893.13,74.29,1.64,7.77,87.26,42.15,54.89,1,0,0,0,0,1
56.03,4.16,1569.34,15.58,3.32,4.18,44.72,20.14,41.88,1,0,0,1,0,0
46.04,7.72,620.25,3.58,4.6,9.22,48.57,16.16,20.66,1,1,0,0,0,0
109.58,2.05,339.49,65.32,1.97,1.16,33.04,68.2,45.08,0,0,0,0,0,1
75.91,2.84,1355.09,69.69,3.78,2.25,59.48,43.17,54.92,1,0,0,0,0,1
96.11,2.23,762.9,5.02,0.73,2.76,66.73,54.36,68.61,1,0,1,0,0,0
31.54,9.38,694.32,2.58,4.83,2.61,64.42,15.29,21.06,1,1,0,0,0,0
93.73,7.4,1727.0,31.95,2.71,3.51,65.21,31.57,71.21,1,0,0,0,1,0
82.99,8.57,1825.37,22.54,2.01,0.34,41.84,43.89,50.89,1,0,0,0,1,0
89.66,5.48,1500.65,12.82,2.16,5.96,33.79,59.22,60.65,0,0,0,1,0,0
65.78,6.18,1046.13,71.73,2.76,4.97,45.61,40.39,35.04,0,0,0,0,0,1
72.99,2.86,1024.06,6.36,2.67,7.71,71.36,34.83,52.23,1,0,1,0,0,0
78.54,4.82,1661.13,16.17,1.96,9.56,57.93,50.56,33.23,0,0,0,1,0,0
38.59,6.42,395.42,4.51,4.88,6.17,45.84,14.39,30.14,1,1,0,0,0,0
109.42,3.65,869.99,23.09,3.3,8.1,44.87,73.16,66.94,0,0,0,0,1,0
53.82,3.31,371.74,2.63,1.47,4.29,34.75,34.02,41.18,1,1,0,0,0,0
119.13,4.46,559.71,53.54,4.59,4.48,48.65,80.63,65.46,0,0,0,0,0,1
40.44,3.28,767.84,33.03,1.14,4.09,82.18,21.34,20.66,0,0,0,0,1,0
85.62,7.37,1586.55,20.46,3.85,5.61,64.55,54.69,63.49,1,0,0,0,1,0
75.43,2.13,457.09,4.27,1.22,9.87,56.14,43.22,32.08,0,1,0,0,0,0
90.78,2.97,1830.16,65.94,1.69,3.87,70.23,42.92,57.11,1,0,0,0,0,1
111.2,9.66,590.85,8.52,4.67,8.14,66.49,46.26,59.5,1,0,1,0,0,0
70.47,7.21,1668.47,8.34,2.27,2.12,58.29,43.55,38.94,0,0,1,0,0,0
115.31,7.36,1746.78,15.8,3.58,5.11,42.77,72.18,60.81,0,0,0,1,0,0
81.99,4.85,255.92,8.6,1.34,9.2,40.2,46.21,32.92,0,0,1,0,0,0
117.2,2.32,354.5,13.88,4.07,7.63,45.15,64.45,72.33,1,0,0,1,0,0
63.95,5.6,1233.17,8.22,3.08,6.71,62.7,43.79,34.4,0,0,1,0,0,0
75.93,6.04,1638.6,17.35,4.82,6.75,56.44,24.0,54.81,1,0,0,1,0,0
51.62,5.61,1521.68,3.88,0.85,7.44,43.22,22.09,36.32,1,1,0,0,0,0
84.33,5.88,321.23,77.19,0.7,7.63,39.89,56.15,67.03,1,0,0,0,0,1
83.08,6.09,458.34,18.76,3.34,2.11,50.91,28.75,60.59,1,0,0,1,0,0
92.9,4.85,1481.8,20.19,4.94,4.52,39.58,59.19,59.72,0,0,0,0,1,0
85.5,9.29,1992.15,3.86,4.38,8.36,36.1,32.61,43.79,1,1,0,0,0,0
104.67,7.13,598.21,4.76,0.86,5.26,47.01,60.38,62.5,1,1,0,0,0,0
101.22,6.94,798.82,4.83,1.94,0.82,83.03,41.41,74.35,1,1,0,0,0,0
71.11,3.48,643.77,15.28,1.67,5.61,37.87,31.18,29.8,0,0,0,1,0,0
55.26,3.37,204.41,3.2,2.35,8.1,34.64,27.63,30.72,1,1,0,0,0,0
38.83,9.59,1963.13,43.92,4.91,3.28,79.25,19.68,19.21,0,0,0,0,0,1
78.34,2.96,1136.95,4.68,1.07,1.89,89.46,37.3,57.54,1,1,0,0,0,0
117.95,9.38,1130.48,6.53,3.9,4.32,75.69,51.02,66.77,1,0,1,0,0,0
86.5,2.9,906.89,39.04,4.87,3.05,50.16,39.94,39.89,0,0,0,0,1,0
47.11,9.74,1750.58,5.92,3.94,4.88,73.66,22.01,19.99,0,0,1,0,0,0
53.77,4.09,712.55,67.7,1.17,6.52,56.98,20.67,34.81,1,0,0,0,0,1
63.25,2.38,510.18,25.34,3.28,1.82,69.41,26.49,50.17,1,0,0,0,1,0
77.78,4.77,273.39,3.81,3.3,0.21,73.98,23.84,37.88,1,1,0,0,0,0
93.12,2.84,1060.61,34.8,4.31,9.33,42.75,64.05,67.21,1,0,0,0,1,0
109.87,5.34,454.01,5.96,1.4,9.14,52.76,35.02,59.28,1,0,1,0,0,0
72.06,6.39,1375.03,19.49,4.51,5.03,79.35,34.02,35.79,1,0,0,1,0,0
69.64,9.68,1117.0,65.17,2.93,4.77,87.83,36.57,31.89,0,0,0,0,0,1
47.63,5.79,1331.43,8.02,4.06,5.41,38.54,22.25,24.24,1,0,1,0,0,0
66.93,5.11,1640.26,18.55,2.68,1.34,55.37,26.06,48.45,1,0,0,1,0,0
88.65,2.85,796.01,3.63,4.54,5.78,50.3,51.76,40.61,0,1,0,0,0,0
46.13,8.26,205.37,9.11,3.76,3.27,73.96,19.47,24.12,1,0,1,0,0,0
119.96,8.17,1050.93,53.19,1.67,1.54,82.12,50.29,54.82,1,0,0,0,0,1
68.52,5.64,1480.78,3.74,0.94,3.07,48.67,34.85,37.33,1,1,0,0,0,0
54.95,8.45,771.27,65.73,1.05,6.39,36.83,23.37,39.12,1,0,0,0,0,1
83.65,4.85,728.34,9.24,2.59,3.15,75.9,33.3,57.92,1,0,1,0,0,0
44.81,3.42,1488.93,5.91,4.54,7.9,79.59,18.92,32.78,1,0,1,0,0,0
73.38,8.66,1538.71,14.69,1.93,8.66,49.46,49.41,58.11,1,0,0,1,0,0
54.55,8.07,276.48,5.75,0.91,9.14,58.29,29.4,26.42,0,0,1,0,0,0
