,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,stable
5203,42.41321607785072,8.192464575168827,1269.0538474223913,191.5277043568068,2.1213845310300057,19.771961756401115,31.378592315393693,1.882866428984819,1
5204,42.75590324804068,8.529103235745165,1125.6312718022957,147.24499655546714,1.935531214374213,24.25061152914648,26.211347173638252,1.9044413245984275,0
5205,41.32416142620933,7.065929544554095,563.1090818117838,168.04132014643167,2.221598944557657,22.972611872652926,27.315843911161696,-0.31832568130131195,0
5206,81.3405110072564,3.3273925032519913,1009.3132750943195,38.92277897277024,2.0214653555276763,48.13856955842881,55.90377923347977,1.1549572470952387,1
5207,46.2464139593851,9.911284474951842,734.0909469394775,81.02863596049691,0.5930231056341925,20.267427913516215,38.171132120697685,1.545090546828635,1
5208,103.3232103061612,7.1648317384592195,816.0593973467911,194.12002107076776,1.0750670455268314,48.206631289411916,69.74847654210345,0.6119532796379611,1
5209,51.11147761642482,4.21666612597707,253.4296700044352,167.95789428302712,1.7825572613579426,29.005664067147354,32.72405407890658,-0.2752270063381232,0
5210,77.12547974772849,7.1928714402973,1162.2507782300959,143.83951315379457,0.903848877366013,46.31394006558724,49.99420185824888,0.826420037696376,0
5211,40.53180414513453,3.145795238998425,928.256081533306,187.06520695950388,2.441792138499414,17.04811635929179,30.91192302424542,1.3258681874978864,1
5212,95.02275741798832,3.538043542504024,631.2816150403567,155.28439387429992,1.2507734633856018,51.65235318134587,70.00723946475026,1.900747329024388,1
5213,95.57995094813798,8.983126827992916,1339.6464279574732,138.16934251707426,2.7550490922313013,56.69859068129317,64.57069645883828,1.1473089416703453,0
5214,88.9097276083581,9.929786521528131,1115.3882503602613,112.31359926970512,1.51554096654249,40.73885083056581,75.02848700286928,2.2682306698363393,1
5215,37.7747689105647,3.2700953202769956,259.3110304563874,178.46333288050437,0.0034162994377890943,22.316357306373703,31.305787253882208,0.1091361821570656,1
5216,39.89812856178953,9.106280289188092,1201.6243853708002,187.16150255354054,1.39025877482559,20.010674733761405,28.588884543904285,0.9922645119888048,0
5217,63.060059112402655,9.356761011518852,1493.8997776778156,145.58246200939533,1.8740601860685753,36.981599514649105,52.107512734534936,1.3841580489567962,1
5218,46.71807472766706,5.940814597197599,497.2534910016499,144.8947344517694,1.1252040325307018,22.783230264802373,29.084751363424775,1.8445396691354599,0
5219,41.216927794692765,9.916002397237243,1301.0032082148853,99.29101192760385,1.7224785619784555,17.247729851307085,27.822159165684877,2.1325600546761483,1
5220,119.09408348539834,7.8920743926396835,536.7641206655055,164.55666300575285,0.4369952726596591,55.20469152939084,105.30192904333003,0.8870806538343794,1
5221,98.08387975536385,7.983850089487322,277.44134551971484,154.54780330495856,0.5972793598327334,45.212158022563,80.1883829441422,0.2898343114370106,1
5222,58.9534750726463,3.736605798598595,889.9966005256715,168.6021752996525,1.3999005081205562,26.116624697935183,50.03841025818686,0.7140715249305016,1
5223,35.179231894849586,9.60861925851386,575.9527550689609,170.5261390772668,1.3756604204541754,17.048330159752823,25.90576864118979,-0.19703975805011958,0
5224,89.63284822018142,9.577234140888022,1419.6916969270771,116.10487614275937,2.3069218612266265,52.33749188436551,75.09550511651166,1.0752789889772887,1
5225,118.76605068682447,7.394285116262443,521.3654913607371,144.4224459743775,1.3558153831538586,51.646020367121004,99.17270822535217,0.5748561087116066,1
5226,39.615178312927746,8.722512537257703,742.9476670924021,102.69987945382879,2.541897033818465,20.53494402907434,35.42886739941023,1.8318587915273907,1
5227,117.2324590126786,8.217223077995413,362.6245295658203,107.95956223490327,2.085302113518788,65.00077100663023,88.99880339474895,1.85489664922033,1
5228,83.54822237055103,8.669978980265084,1460.58225133904,97.12733083703957,0.19054131225380205,42.841977437552316,51.18926295710373,-0.7929927204671317,0
5229,103.81456359569175,5.195237236815819,547.7382790639487,155.16524748098823,1.5575487431475599,45.98506685517779,82.39617515218596,2.632245921669462,1
5230,102.45600524494176,4.930952098654435,1404.182706592252,83.52367094113511,1.2728299571384585,58.22476012518438,76.20039334111941,-0.04948474929895103,1
5231,53.15437678806297,3.5812358675652884,1031.5420202631694,126.90067349001117,1.493808818770145,30.9269193150661,33.883036297032646,-0.463387934281871,0
5232,79.30382287843135,4.2911778762187485,1127.5777827546472,87.14113521112084,1.7193418703767005,46.875402098990385,48.97859028074433,1.7361595169690331,0
5233,59.084874797412894,8.676839064973215,210.4578245109051,153.18003698131974,2.5114728720281825,34.0625820707132,38.45957919114091,2.0065017575540183,0
5234,76.74575979315209,3.3400516015681228,729.3292513065885,74.74260818446957,2.3863867279773734,35.016706929024174,49.113158294555895,1.9381061847332168,1
5235,54.77855126801483,7.297681978053021,1134.0885515163313,70.42874830007383,1.240126045240327,31.080764304391895,35.014392274082496,1.0202172689481337,0
5236,100.03435684395366,8.716182400493201,1326.6655049203189,166.4826208355478,1.8428182264098911,49.184076339680985,62.29977973630714,1.8217753896857916,1
5237,101.2365739504182,5.164310132025713,407.85042766033104,158.23639040892007,1.3053052280069597,44.28633535706081,90.95228346497267,0.9036996047916419,1
5238,48.68178885718132,7.762679216654133,512.8693301843405,110.40358781688428,0.42754468183859207,23.606906589416983,30.603661316331596,1.23249947921992,0
5239,47.04334320637754,8.290635151219199,231.30667934138296,163.16820578539657,2.925583993619618,26.364045325033114,32.06340591272911,0.2729647406803884,0
5240,30.744496361454722,5.483123655364115,710.0824218393053,115.68106590126206,2.642334185383261,15.181903878422021,27.19913456110508,2.2956169196659384,1
5241,62.303327352528335,7.960690918823302,839.6853954624719,57.6104459720037,1.831812173272879,29.416042155423387,39.79575412920965,2.040262283615712,1
5242,53.89658121869309,9.683561101991186,232.84671734599638,183.26522806515047,1.6005108050440577,31.703624613431163,39.33900613464085,0.44933550138324374,0
5243,65.34521551990483,9.557777457890415,766.1166419168004,78.61378646773991,1.3858845726249518,36.99836675243848,41.79615201808119,2.2567165573349057,0
5244,113.84141488134591,4.519689559385193,439.47062531938775,148.72842047753954,1.0309562540891237,59.2655898858611,99.82854935795257,-0.4633124810679462,1
5245,46.59118482869287,7.31044277213364,784.3058137846574,179.7979397107003,2.041139996231852,25.086731665065344,31.84156051262005,0.8707682622250051,0
5246,59.307699129989054,6.722718754180744,784.8109212356636,174.3201178415926,2.102935006241528,31.460466146252706,37.27117286998854,0.7942533276962652,0
5247,112.5307407690608,3.3646937252124576,1048.4888644330715,116.71815752959378,1.7834809053987184,62.38084808583479,85.49240700812429,0.17010498251179337,1
5248,41.178113701670846,6.77794451095019,862.1402548488172,143.57179468247224,1.9478876425374894,23.93575808711538,29.112014465628285,1.2263738139455629,0
5249,38.16903106909063,4.221849464027002,811.959715925642,29.72011264748748,1.5949706702810693,16.85211654555413,26.033973201670772,1.1783454985749628,1
5250,36.6890514084608,8.55771685773471,369.1340558635701,192.77325770065158,1.488564097682993,16.9020718067289,27.74178894688724,1.9116343207748245,1
5251,70.85612115250288,8.868717790336698,1137.7930869855693,57.47269015301815,1.4778251043232573,40.65195202019844,43.815570165649,0.69726228608332,0
5252,52.23444255591804,5.989768450768513,1475.3354073140451,21.63160224247154,2.4942243954521546,26.786625512213305,39.702159719870814,0.25144971871082394,1
5253,107.54768122819662,4.375405446037975,567.3947324251415,138.26432615100185,2.3624224616651848,60.45716064207089,83.74276294820055,1.8104783452163487,1
5254,98.571380785226,6.6895294363142295,1128.2992878996401,91.29321916043298,1.6628700351647114,56.73587844633572,60.34436560091515,1.6984399191458341,0
5255,67.60735197545374,7.592215623083325,1026.762797851733,45.4980468151384,0.76988293077245,32.967689329652345,50.478259201544546,-0.10569337327106071,1
5256,109.11468336766129,4.690986395068353,759.8522095279064,66.60400764974577,1.4778203665087106,43.3069165431764,73.18849278264969,-0.07303557840033216,1
5257,36.976781970540415,7.566418128398495,398.56886979028656,184.3635160742416,1.4744431719610176,21.09884387376131,28.309882864052607,0.7173375610613401,0
5258,33.781924322672296,5.723409098704683,828.4772959491039,83.94449252237276,0.6428157554665925,15.403868119533207,30.03790583645012,-0.14246160625652282,1
5259,42.81740204723551,6.233094633990052,983.7174493355287,124.6238598119153,2.628448012923166,22.66826934150529,34.93274508266372,0.8838667814523357,1
5260,35.432127718843745,4.862410448348323,803.0033708423722,155.12472619393463,0.6233125020219036,18.136047872512602,29.971412434302085,-0.4282841685411174,1
5261,117.25584447078101,9.443826394425257,795.624212785576,57.26684101450909,2.8300571430149293,50.99295719297267,89.29306477722446,-0.3571520699008002,1
5262,74.74861875251057,5.860396716963724,1223.7824332412913,170.8360612612535,2.4594735727730943,43.43372193425146,47.96118435927483,1.0147466557873923,0
5263,42.63580894518086,8.5628227766964,212.53770264455076,186.06311832873158,1.5719671058611686,21.310106870225564,28.25290272478953,-0.08267123620392212,0
5264,100.90785512103113,6.667806664842134,230.31667915443293,131.96629858704816,2.8143319654875842,46.467220197915,74.61887991543965,1.3353571488699258,1
5265,37.05934976001075,6.7316009442404985,1382.5541444768562,47.373115897667915,2.259855073768166,20.951094953106406,22.302629652280437,-0.25105926306280324,0
5266,39.829239236060985,10.003962648633099,1047.817045639334,59.89797450649815,1.5725409772441852,18.43493335839268,31.092818352433298,0.6819031919598386,1
5267,52.39704589426113,4.97215000759251,249.99088944830697,167.08188018052098,2.28182356180866,29.34071834070642,33.357494073014266,0.26657313550495776,0
5268,61.26944685359898,9.560683722587436,780.922386458024,110.54215889600819,1.1884390214161633,34.69563118403873,39.541661483607676,2.0894185601675903,0
5269,41.236442003583285,7.39763028872813,478.4721294209363,183.0612740064853,1.771031027674299,20.72030612552967,27.73446134181841,-0.13927266130194757,0
5270,56.13473337948613,6.954531907693777,1133.7681899729557,72.14977172861113,1.4659435371921952,31.5351121975168,35.408849985963826,0.9990309878531812,0
5271,38.97483404802508,8.356808845625293,1126.970963714388,149.17360198567113,2.1553569102492065,21.34373904272054,25.36882930035648,0.7814265141899558,0
5272,50.1596018320201,6.16809511330392,216.83720832423955,167.7241449312583,1.2010089680111729,25.158048979930687,40.731631301808356,2.4835966758652717,1
5273,41.716775676177825,6.706485471462929,1200.2549106911267,30.621901113567986,0.5895336775191786,20.527112980878158,32.69950858774364,-0.22771090209154027,1
5274,58.65182195684316,6.558394035514702,783.9879453691578,174.42809137960734,2.6105138533023493,31.719529969352177,37.178501942330705,1.2234618141175844,0
5275,111.64476646169379,7.674114912919322,348.97822606730375,92.37894166344837,2.1484827787219754,59.36745724100019,72.45645497322143,2.0341834686433056,1
5276,96.94039976103542,6.787039477580372,781.961079435982,71.86853284073591,0.9123364867817091,41.71480422809317,66.57720149851694,0.24913533359025203,1
5277,32.15175425749761,6.1638535003744925,588.496790917584,107.31482821241545,1.6574997790680428,17.672416098142815,20.225889047059344,-0.19929973621546604,0
5278,98.03502860195131,9.338906680562971,704.4735265028631,23.026143322040316,1.0328004922449574,45.75055973834742,73.66616650132477,1.2309571246714797,1
5279,42.54497306051565,5.709386528567163,1088.9511659706964,157.28716431526345,0.9961092424733137,21.72677874272866,26.040457721631174,0.9378565044035712,0
5280,114.83097353061362,4.482078208290293,1076.1413136294113,183.761527219778,1.9542129416478122,63.77062081876261,87.86623181320134,0.07837088555295874,1
5281,89.7571158885487,6.075235374107687,1180.4827004406973,25.78940198931703,2.55020621309321,38.33676665083367,58.53633932871033,1.677183872273569,1
5282,59.77493904896649,6.742694638305743,783.4576764555966,171.26702264503112,1.8516680357364903,32.330776963416966,36.99162477263371,1.128250483117846,0
5283,99.2093820771287,7.957735299426766,1135.519934158387,56.62218678278193,1.2958540560614447,58.53668679530372,60.655258834662575,0.933401249146837,0
5284,61.55523499483577,8.729220510069094,723.5198310122707,102.57045791179331,0.5336580593167574,35.97295855117171,40.058400171152165,1.5440688103895694,0
5285,40.172641447788465,6.423912673730278,1097.556827706965,155.63927519036562,1.195215164851572,20.3311579166329,24.922114239022736,0.6792114859965882,0
5286,114.08830397319083,7.85965299153736,294.7107088012765,115.71257838567463,0.8283200060626523,48.933081196017,101.3611625669155,1.825791400392033,1
5287,42.2356803500074,6.199413178107172,222.44951606804227,172.49728904214228,2.4767539079655863,18.79493279145006,28.899438829463293,1.6116618047590134,1
5288,76.40391441737987,9.759069962235149,653.8584851800638,164.83313599131273,2.594490145391072,34.53173664566866,54.21693431752772,2.607260453730062,1
5289,90.02876620313876,4.540839374745215,997.8537354808248,81.98568297758797,1.3610226187852597,50.869378184901876,61.62836423964765,1.2710668998690386,1
5290,59.7806535662876,5.96639430840066,1092.7927883023785,161.63427219637595,0.8710243000821922,34.40417066357456,38.11111990055435,1.1337408528114277,0
5291,88.99411235330484,9.791417648428702,990.5080094361888,158.16901754840987,2.0576834188348796,43.022087937175414,68.01988763586964,0.6638435864645191,1
5292,67.4778273566154,9.253638638413687,735.130520026232,62.88916322588465,1.5829765862614835,39.067659095047155,42.73288466165416,1.0867045556303465,0
5293,94.27281388209751,8.172760979944904,1144.2795385854502,61.44046931391908,2.3780855689522196,45.14320185751221,77.81612904377299,2.4190313569293047,1
5294,89.11841536793143,6.423911131775149,996.887725229258,183.02356322558106,1.4949915532770326,40.43264400424045,54.59585846670925,0.04886318462915294,1
5295,41.07781256371583,4.059050064715766,927.3219173637848,187.59093252571137,1.5335433259937425,17.409568874929565,31.14396218062685,1.2145224096749545,1
5296,50.15303233023124,8.694599955449139,1136.6417170767108,65.33469363113875,1.0475317042561887,27.33279174140378,32.242814931696245,0.41393951538545015,0
5297,77.20997093252053,9.12897037579071,1202.5586907319946,124.1820401254136,2.4058561059660937,31.73524511544533,49.02194741027351,-0.29820073771027295,1
5298,29.919290271675724,4.999124124408641,579.5864098605468,99.18476363131359,1.1859149740432036,17.537964770875462,22.195380148330653,2.381332832373205,0
5299,72.59923819102094,3.377865890338652,357.4124085446032,127.28736452886699,1.18281097602432,42.3684059001521,53.54943176939127,2.1258751156009557,1
5300,104.28742176369717,8.017343372227728,1248.6768195474967,127.7544949844273,2.5327997147366528,52.18479881824798,77.68356275148042,-0.2820071714719172,1
5301,87.69544858013731,4.925071798717141,475.55016051766347,130.3666601598823,1.2169406690801212,52.07549325538421,56.43679485088851,0.32439166864506336,0
5302,105.12404543470183,6.937176542434567,1059.6063676504914,53.19968632557968,1.5908099902326112,49.15248477291869,66.28627378996165,0.18320645904590144,1
5303,80.55039091855551,9.036624310885754,1432.0505530825037,111.2394369963736,2.908196709164962,42.047000797504666,48.674651227649264,0.2302330042354684,0
5304,34.72065988254922,5.944223927626478,1468.942701891764,141.66550269727878,0.21037682066066044,15.96782179925751,28.73615295520265,0.4074748738176045,1
5305,38.52193033789788,9.809922372453142,790.4992399654271,27.401357563318314,1.958609346960512,19.655239600460472,33.30212053366028,2.133019156536063,1
5306,56.09284640006748,5.3996434290281945,930.2969151305101,27.223042021715532,1.8312034400602657,23.567719938525325,40.1575615507708,1.1967651756263766,1
5307,55.49555839036684,5.968693482131874,267.48037305583745,136.45070573259537,2.739297830612702,30.18140372439745,36.7771622020498,1.6175421030907144,1
5308,75.0306607169155,7.381734900076364,1123.6145744564483,125.30487865618458,0.3354749076447185,38.33562971299365,46.892591626112655,1.2861385119280864,1
5309,37.407059008037706,7.595867920129092,645.1841960111648,29.640857026803666,2.6735776442441557,16.240379620391433,29.22684193441379,0.0832138686761829,1
5310,41.18643678493488,6.785052883858723,1305.5294528589363,52.151030777164294,2.54035204710421,22.980963621408385,31.632840259568386,1.73381299657866,1
5311,48.30915327043914,8.484022175153122,449.11438063259965,130.60598765733042,2.53462203373944,28.083556076881464,42.400792382388474,-0.21045097954703018,1
5312,63.88665276982878,9.927975294027497,274.2110400288994,120.19853759090144,1.1168213287859605,32.74560165856462,40.04563539380251,0.0018039127880859131,0
5313,35.39642213975476,9.270459468968019,289.25076836248877,67.79137211513469,2.7185752481184693,18.540442391195,26.98402418903267,-0.42470578921225016,0
5314,38.9587499545623,10.232311215594281,990.13990329756,119.90880792546483,2.1077349324661947,20.515788966898683,34.06011542241872,2.2376688781423435,1
5315,87.4876783025258,10.622166009947433,893.5415677071518,154.88861857019432,1.348721376449536,45.51011661978011,71.04240573402741,1.3169335535358937,1
5316,71.69050376886673,3.7426046709568492,1436.7780627364302,41.362646862019645,1.3315687670926901,43.17304337748141,62.04306022809931,0.3029559504300865,1
5317,117.44893968418084,8.222136952880833,1453.2891071025874,160.60107972002373,2.9537433861685405,54.66789494267013,100.00405165032197,0.010627071970794594,1
5318,92.79195760749826,8.511486507528625,562.7379502987864,139.80878312462977,1.6709092406558195,53.160432200050074,70.28945486993756,0.7279884842788518,1
5319,117.06318611812824,6.843372806472147,1315.5815410599832,32.221833352984405,1.7611537770754813,69.12840666413344,98.15002274271896,0.6842536670334356,1
5320,79.46693402238051,3.1721719759464855,1127.2082861587496,87.28561986811854,2.4242199273301543,46.32589883558128,49.26580730593288,2.048298961580129,0
5321,34.502358906637404,9.3604096480339,360.19871967005133,161.40405220181694,1.2611607015415578,18.962895151422902,24.210498404170206,0.9761736161113733,0
5322,41.13587850318801,6.474294578135072,569.5902808275048,112.59968638187866,2.041976271270734,23.084240801138286,27.948871458199406,0.3245561414800715,0
5323,77.31935404422438,9.812504214048154,878.2389429890868,130.2424923210932,0.654652062069843,35.47411925180536,59.71510925129638,1.886707876434612,1
5324,79.90457951565216,5.82531944061215,1407.000030618231,57.77906930011496,2.2386267740867765,45.32452330302091,49.326084782593455,-0.10453221868313985,0
5325,52.578021541616025,3.9670382409054095,734.7243222533223,159.26019811087858,1.6910036316700336,27.03396776998948,31.818899136802155,1.8976040384576598,1
5326,110.72666599333239,7.9493648403605,1484.6097437935052,63.97015787368766,1.605072730882305,52.07480309747567,84.24385300986313,-0.13707322594452293,1
5327,115.3022924804617,4.330309206347374,831.3073278236932,23.840408364562908,1.8137319766262365,63.48989565125766,98.69277245592278,0.7288070787608114,1
5328,52.49779646746902,6.00993224678031,1133.658919223544,80.92381362268512,1.987026326710894,27.714601827385884,34.0735444665649,1.2947365861998554,0
5329,33.99734043877544,8.607764664338532,1266.40983667327,91.29957556800609,1.4045494860593086,19.61728575382069,22.165138726002574,1.277947898581072,0
5330,88.24469677731125,7.566296107269047,1360.30556129252,48.11395299543557,0.7052587608534883,46.09713738545728,69.0239581204039,1.2361688230549561,1
5331,53.065867737750004,9.463331164559868,787.1648394131477,165.54288432234526,3.328940737205044,27.30712797436686,34.859163445681396,1.430223909779364,0
5332,35.05049735253987,9.580346673192942,576.4531561280759,170.88124148394738,0.9465687282311677,16.800711158367235,25.778923123073607,0.0617454291829131,0
5333,54.55439195646363,9.54198966370145,1276.9215971260132,101.64493951668697,2.5395937208399264,23.682751196800844,48.61693324030598,1.880253656833343,1
5334,89.44415633293308,9.832584200851857,990.2550325787897,158.18812531113366,2.4386461198861853,43.27563366137076,67.63034115674024,0.7520308665307518,1
5335,54.082230850313444,6.3910494153520006,779.1018652171344,176.491366758923,2.052329758371015,29.63084104662892,34.13213537245575,0.6283374844349334,0
5336,82.41346374576543,4.671643517364402,680.7661634741145,168.79802383594767,1.5603604419042667,36.80549140950171,57.73453439367491,1.9641331671521578,1
5337,102.7156084244934,5.326547699681871,1442.4842162347238,25.412053417599598,0.10905819120896898,51.27144294914241,62.34994722232079,1.7021993413857814,1
5338,86.65914306098756,7.366125833562505,928.4353946760384,79.0128729059812,2.3123669017514348,50.73742471444523,76.68644550679304,1.7562354298633365,1
5339,75.7067889588534,7.125859984736252,940.6144814152923,126.92650654931816,0.6851487339641237,44.48003733545679,54.32855736659334,0.14306761170423737,1
5340,115.40042642942143,4.026383418811508,592.9882301922677,137.0497890267667,3.4015803788185437,50.482831147266175,87.70825464598968,-0.23199293826848505,1
5341,39.442890943129854,8.305489709185178,246.5095806800449,170.91807675819416,2.5498845863393447,19.80902275685945,28.06981763091036,0.16143793955587182,0
5342,112.45247150105604,3.710831953944897,1491.3538247001736,187.8539664557479,1.5401415500118525,64.61445103430135,79.6325107918466,-0.5192211993573694,1
5343,39.718654062065994,8.093705064945203,485.6633609199263,170.7176455359492,1.7438962761153383,18.649084938761675,26.272777270395192,-0.21801088312250447,0
5344,53.73222704956626,9.480339065827025,232.74971796408474,182.72320075962125,1.6093375036350064,31.564655318849567,38.724130948949664,-0.27779575877896784,0
5345,33.66462023675728,3.33265052711658,1078.769018369282,157.6657535080186,1.5274732087252345,14.670687353891001,20.343251396196234,1.1386169453601096,1
5346,54.330179504268564,9.184280981654926,366.3667524589378,129.46098405450036,1.4505891239817386,28.929771280078477,36.283152109611805,1.9202524086561312,0
5347,69.9783133613427,8.54064707373646,661.6025544599258,180.4131896136932,1.7423967778159877,40.76487673606702,45.498994912806694,1.205268735407763,0
5348,41.43456423316004,9.693336217260052,1390.2057475281413,79.63035248991307,3.050198553774441,22.753511121558617,24.893920548184315,1.3681094970292085,0
5349,76.37130848950167,7.653241592446035,313.364769691481,87.15960043011953,1.7711016683578182,37.919360144196844,54.359696594037125,1.952756415655824,1
5350,78.57202632698787,6.065421593089893,1480.359040518187,138.95683246098093,1.742750749135548,42.15712054806662,62.684771122729984,1.376928134778079,1
5351,118.97211940675035,7.15678030634698,521.4849265644051,144.76417150320515,1.1149548416477857,51.70574778343087,98.75301899679255,0.8486062246468982,1
5352,68.52533542355562,4.292078766226688,1025.233246607539,38.07392983177167,0.2417988877342549,31.575856582084107,58.386974993926145,-0.33769511568159577,1
5353,44.97108257989142,9.216597350628868,1139.271257332476,60.47689220184376,0.8578051499477473,23.733207722589157,28.97775789618172,1.0580796817399525,0
5354,64.44038581001115,6.3610635978409915,1023.4938470778764,84.93508614533806,2.8374215242240397,36.10345598375843,40.7431124968093,-0.15511201030266622,0
5355,88.86104626528282,3.9147349964310054,1476.9852178335782,53.026240290080864,0.7822497433142459,52.3803664713973,56.03918817364133,-0.3892564375808088,0
5356,37.80202705256241,8.895744313616323,248.49086696797227,172.2912648054546,2.9515878109196714,19.08240055924336,27.845402896564348,0.11911076545051791,0
5357,40.261271971498005,9.93615886737254,1382.9579312978724,128.03531328562713,1.66327690748087,17.42761726133074,25.631818974263123,0.6012374789754841,0
5358,115.16937919368343,3.535246939779712,577.1112446796791,115.97231285777936,2.111795167500032,57.13884746663964,81.70295234820814,-0.03246151903640413,1
5359,48.3558445844422,7.93339197995743,1349.1151203589452,73.83423122426761,0.7731245100525793,27.951189695223718,34.09531933422181,-0.0602622598333714,0
5360,57.674671048836245,4.790880408178443,1022.5076456923236,101.94637058654165,2.1377470029665995,33.37509490885723,37.242692197737874,-0.3148293255164559,0
5361,36.498310956511496,5.127313746718964,1075.0889400716853,166.37904043936655,1.5939289789814932,18.085801091693913,24.652646998074182,0.9835875041503456,1
5362,75.80626513237686,5.088306666688345,1234.3177066154458,173.81390502529962,2.070428344350275,44.21371525340739,47.60651026193524,0.7011992264178701,0
5363,60.78044780130625,5.387016662248761,494.4341510595161,75.41085711511741,0.5436336793740095,33.924501348649976,51.20226084239281,-0.00743848160484293,1
5364,73.96617383607598,8.95149739378607,1353.3146839110868,129.49103014814244,1.5125321673887053,43.368563580996586,47.87826514275836,-0.0946391863144426,0
5365,49.48808598906824,4.3542385810258715,261.9698896837014,165.98358204260913,2.345600136680952,28.049037550662554,31.596215392731406,-0.008040880028063227,0
5366,95.75358624798228,4.6264673302708825,230.3515250108767,66.93099838783154,2.8281192431824276,41.3509222961191,65.63860895520374,0.6182987798580171,1
5367,77.59247705669281,8.540437165127639,458.56103856735916,40.30287633862796,0.7093577913802913,35.93057196874318,47.610629545636336,1.4266472347272947,1
5368,51.775981288522864,9.173942642109244,636.0694257417503,25.330746287653,1.2108147032514276,24.873645952035027,46.448810263963445,0.9463855154615894,1
5369,65.5674156062539,7.488047866566143,1424.0579565442943,105.42524888751143,2.054216646854401,39.16123700346807,47.60042073159658,1.117455633551586,1
5370,55.01575398521096,7.974874051419484,1322.5823273706949,29.075978551794396,0.9875374302792903,29.848494237240626,39.382039134856505,0.492340050004607,1
5371,52.04212659081232,6.87757122601645,1475.00423278645,80.90277933697467,2.0057652329738564,27.813809207683757,33.51392479413769,0.4562494936016308,0
5372,34.42873537420381,8.31155600648889,1238.8880243127091,25.31389674021441,1.003120388737838,16.56146843300033,23.08295573465839,0.5442682958806809,0
5373,46.54545065454019,4.372314288806277,1186.3988010183161,141.6920509368976,0.436876914190383,20.835344593688653,30.72836793414278,0.8064943956117523,1
5374,66.3210929977545,8.080710323184475,626.8494203855718,171.40401984276718,1.9688860507512755,37.38274920405812,41.190812439347816,2.1033065008507292,0
5375,101.99668728325629,5.384452805734109,436.1124577137757,67.895368234441,2.2362216282819007,54.16907687681323,78.40987117517389,2.0357624710172595,1
5376,40.3195602279038,6.288254425102856,298.66140510709477,114.82219986501062,0.5229472775232559,21.193457516113337,25.257013857823676,-0.1521985348200277,0
5377,41.073913336787236,9.07818376536595,663.6856209360383,125.8941591527529,2.013980161326391,23.846758932997982,27.0656936532425,2.156440174093217,0
5378,106.64246224305431,5.618377047034431,1101.9385992006066,115.51036952436974,0.23297910466724497,55.88833422484801,93.14823736068031,0.22430768895725556,1
5379,35.519027789483815,8.93151719470998,215.57074073607924,191.60750042117752,2.3348434264709574,17.250041677092664,25.25524498817562,-0.03599778926114873,0
5380,33.44134293887379,6.2803370444849005,1336.5271050439717,186.14152588380995,1.013986855839195,17.1400250991691,20.411153037903972,0.7802183964340881,0
5381,45.62504609518572,7.901908590224975,775.7877846554483,174.41508909221756,2.424690173269551,24.11862815181414,29.768716776090585,0.8568343828834808,0
5382,53.45623439483671,3.188192668123017,1051.3130755092247,121.83610147163287,0.9941592336194081,29.51268813449503,32.81361818046408,1.0276371192579685,0
5383,64.74462556976657,8.921296557703515,673.434167206641,173.69992990755188,3.0173138695752697,38.446506037145575,45.40007090224988,2.62597511593318,0
5384,55.6707105723495,9.053310520670868,1165.3457022876241,151.63796721198332,1.1285425537053821,32.876818184126364,39.53244788087564,-0.2354647384187569,0
5385,55.515791004102866,4.488327724540966,602.5062520148815,125.53233373119647,1.9561700225767638,32.81725420626926,39.19225585727058,0.24200922167239095,1
5386,88.43429870933572,3.75632095025002,859.2104685427188,184.86814504458448,1.7654588343518567,45.25452193493866,58.28195437340541,0.26228834688326635,1
5387,63.271664348244414,6.217022831005976,1382.6337513015146,40.304349016877374,0.4066652851201937,37.623583015206464,41.19028508250519,-0.003329746790956275,0
5388,43.475483906870714,9.028925175347128,1196.0076585809152,182.2583895309219,0.91926456582888,22.519901190585163,31.057322050400504,1.0313664693292603,0
5389,52.28392271735737,6.02691939909516,1475.5851817299206,21.590869537716426,2.1348215104888357,27.8399855321692,39.378963963019295,-0.1345353659226155,1
5390,88.87439493025519,10.28833485738764,857.8223911661144,107.61492181234607,0.912890665713374,41.06076310877568,62.408071799834616,0.714140822389876,1
5391,32.345172968267846,5.580573790201585,589.2224424451334,107.46102794753419,2.0028060862842954,17.886046541367804,19.55661577821034,0.02153958978897993,0
5392,48.49755287280199,8.326868336969572,581.9486982437071,173.60061962403952,1.9125360759206282,26.919636052640133,31.219700256864726,-0.30387302743551825,0
5393,59.29506838037701,3.767787826433034,1357.433707820375,131.16043944787396,0.6094212406530255,28.656362411749594,37.06938944752194,-0.29729900940938186,1
5394,116.6741290259456,8.589619796870606,905.7426798135924,50.88219639150547,2.7493536650666424,55.19583748845108,96.8314007438028,0.29559096487473335,1
5395,48.03311528805331,5.555788645179035,1049.1640216319336,118.64194522733642,0.5464408173608728,25.53335585994092,29.01623897825386,0.2969831892972035,0
5396,46.18127688325174,6.349057590227246,282.51465422795246,130.36814525954827,1.5031669019709442,23.57348192929216,29.17901616705913,1.4677276721494525,0
5397,60.09008554654877,6.798609087965825,784.9735834226689,173.41967421479754,2.9882418428109956,32.59469071514149,37.57394945636092,1.3284444522742103,0
5398,119.04826639749822,5.331242663214594,629.6388608271476,141.78372437095356,2.1225864068614775,47.98720201204799,80.01788186108143,0.30240318048742004,1
